487	4556	5	51.66
149	267	224	2081.43
1198	1003	3	23.34
109	13076	3	12.99
11302	103	16	117.27
3335	104	9	15.77
813	468	4	24.38
123	3021	8	39.04
2311	102	9	6.47
2500	112	12	40.58
16950	114	3	17.96
5595	104	9	26.51
106	10836	4	13.45
334	7677	5	54.89
102	20854	3	11.53
110	11395	8	52.19
4816	127	4	20.64
4908	119	6	28.69
157	220	14	45.95
15814	114	4	25.74
102	1970	56	213.87
105	1606	8	3.85
2013	1	18	152.49
531	12457	5	67.1
105	8174	4	9.35
1471	111	5	4.26
116	10157	5	29.26
1435	12	17	6.05
110	25477	5	46.39
9845	14	3	3.87
101	2742	17	14.11
102	3616	36	156.64
632	120	69	375.63
135	31897	3	35.31
101	1015	67	95.92
103	1510	10	5.19
104	1873	43	156.73
4608	109	6	17.7
181	6908	3	23.93
1472	569	47	606.01
389	139	5	10.02
425	103	43	33.03
737	12814	3	38.59
2	1507	35	211.86
146	430	11	42.93
103	16542	3	10.84
651	115	12	15.94
3307	107	7	14.4
4292	101	9	5.99
121	6409	3	12.98
1953	12	19	17.1
108	11488	3	11.07
12866	220	3	31.35
217	19849	3	35.68
146	2042	3	13.21
166	12659	4	40.44
9036	18739	3	59.52
101	5906	28	112.49
102	4542	17	54.57
104	4790	6	10.72
2614	13	14	79.92
3987	14	8	8.61
9330	104	3	6.19
4778	101	8	5.49
158	2226	30	292.66
295	14324	6	78.54
105	211	220	529.49
15724	107	5	28.48
12	3523	10	8.8
140	14087	7	78.52
129	3430	5	25.9
1533	126	113	1102.3
101	7368	8	12.74
104	6437	4	6.87
8151	12	7	14.45
620	309	5	25.68
124	1408	3	4.98
2	121	198	322.49
847	2097	3	25.75
3851	14	21	59.03
110	9040	3	10.68
4027	107	5	9.4
456	1212	184	2977.79
109	10220	3	10.6
123	7991	4	23.5
5089	101	10	11.5
488	162	7	26.29
24053	101	3	9.86
752	7166	5	62.1
18838	111	7	59.28
110	2601	16	62.47
1430	4216	3	33.48
2636	39623	3	60.8
1753	188	5	29.96
