209	325	5	15.09
152	1877	4	19.04
106	9228	6	20.9
111	9408	3	11.43
490	1923	6	53.2
1319	6827	3	36.84
1620	3763	3	33.81
105	3205	15	40.22
12296	12	3	4.82
101	310	97	37.35
12	672	127	323.42
12365	27708	4	97.64
12433	125	6	48.97
7093	1332	30	571.27
2073	114	6	11.47
12	4641	14	30.19
4568	101	8	5.88
2302	11171	9	158.89
164	26656	5	70.43
25682	103	4	24.55
102	6094	8	19.91
101	4228	9	6.9
105	7459	3	4.68
3481	104	32	145.52
104	7575	6	17.23
314	152	4	6.17
102	1130	98	386.91
700	534	3	16.94
113	9311	3	11.68
2463	101	13	5.99
130	23703	3	28.77
20405	103	4	20.09
2113	122	5	15.55
101	22071	3	8.74
111	12053	5	28.3
722	1338	8	75.25
17148	107	6	37.88
108	14907	3	13.36
6305	195	3	23.82
3306	107	8	17.35
104	19270	5	26.91
243	113	36	45.72
108	9629	8	42.83
8317	101	10	24.78
113	9009	7	39.47
326	8881	3	30.75
16	947	10	28.28
32640	103	3	22.13
101	18840	3	6.73
12642	103	5	19.09
3546	132	11	82.95
579	13	40	178.63
12437	2741	4	64.91
7852	105	4	8.8
4204	358	9	98
666	450	26	249.96
101	1442	27	18.12
20614	105	3	13.2
217	257	40	264.09
9737	14	5	11.09
399	9339	4	45.98
219	2764	3	18.87
17610	102	4	16.12
2228	135	3	12.07
102	486	183	658.16
16330	118	3	18.94
12	7986	6	10.9
16	13	57	9.4
2248	21	4	15.58
122	737	17	58.01
107	16174	4	19.57
3850	14	6	4.04
5089	101	11	15.89
8153	105	4	9.1
7128	103	16	78.78
3614	118	11	55.11
113	10404	3	12.64
20987	40205	3	77.96
6802	12	6	8.57
347	5047	3	26.74
107	2038	17	43.97
1210	126	4	8.66
29516	101	3	12.3
108	1419	6	4.07
3601	16	3	9.54
470	158	3	5.74
105	27738	3	18.12
2894	140	6	36.19
116	860	55	267.95
4763	14	7	8.74
15	411	9	48.22
116	2835	6	17.1
3841	109	10	37.49
974	105	23	28.59
4035	101	29	84.51
10340	12	4	6.7
5188	151	3	19.41
9311	102	7	23.43
117	4450	4	13.48
101	11576	4	5.78
105	10784	5	17.58
7171	12	5	6.17
101	9869	8	20.01
13605	103	3	8.59
12580	105	4	13.81
2986	110	5	10.61
101	12239	10	39.35
19700	12	3	9.13
143	488	4	8.38
101	15449	3	5.36
172	787	6	26.82
105	12601	6	26.39
3805	102	12	27.01
6842	106	3	4.25
123	10988	5	35.98
5548	21	15	133.14
3980	109	5	12.33
2958	107	26	112.09
9319	112	3	11.46
107	3434	7	14.03
2778	14	13	16.26
736	105	16	6.38
111	820	34	113.16
982	6179	3	34.36
106	1450	19	30.35
567	435	6	37.65
106	4220	24	107.4
2229	6939	8	125.4
259	2946	3	20.87
121	404	11	15.74
698	15326	5	72.82
101	13167	3	3.91
121	2366	4	10.51
3870	1160	8	101.77
118	2738	5	14.04
11322	12	3	4.12
5309	109	32	244.79
118	297	37	88.25
101	14820	4	8.71
5281	102	6	9.74
101	12440	8	26.12
118	2409	3	5.03
12	8608	4	5
1927	606	5	44.4
6628	106	6	15.65
1067	58	4	6.47
3109	2036	12	170.98
108	21984	3	17.8
111	3824	4	9.26
106	2406	35	134.77
108	2638	32	158.81
1272	113	6	6.58
3671	120	10	52.59
19332	103	5	26.45
106	5013	10	29.49
10827	12	5	11.08
1460	103	12	9.3
442	105	29	16.13
148	5550	3	19.62
106	9292	14	79.36
2312	1323	5	53.88
240	1648	3	16.69
244	116	33	47.75
179	338	23	129.7
180	453	34	239.77
18204	9	3	24.46
9634	110	3	11.51
1129	1037	4	33.27
12	5728	5	3.93
2108	12	23	32.81
206	10521	3	28.37
101	1900	58	148.81
184	239	6	14.16
129	1866	5	19.35
155	1196	4	15.66
267	15829	3	34.66
8	2664	3	8.85
2395	5293	37	727.41
101	3868	15	21.67
1296	168	3	11.89
283	1459	11	91.46
35752	14	3	19.43
102	1067	126	562.8
105	419	24	7.38
103	683	55	111.42
101	1205	24	7.54
725	634	3	17.98
6923	2160	4	56.03
545	3845	12	146.26
102	6607	6	12.95
105	4892	6	11.4
4980	101	12	18.74
7027	103	6	15.45
122	2390	13	67.96
4260	117	3	8.26
5955	110	3	7.91
9670	14	3	3.88
125	1202	3	3.89
124	1597	3	5.31
8058	12	4	4.46
3994	1873	3	35.09
6652	203	8	82.59
107	10039	3	8.58
181	552	24	161.97
4422	109	3	5.36
3175	14	11	13.6
2149	101	15	6.99
719	463	4	23.85
103	21305	5	28.6
188	895	4	16.65
700	329	5	28.22
1327	356	3	18.12
216	1514	3	15.01
101	2982	10	4
414	277	4	15.56
991	239	4	20.52
105	5226	12	40.82
3541	175	6	45.77
9968	107	5	19.6
187	5214	3	21.94
11571	232	3	30.27
130	7192	14	132.92
102	7242	4	6.41
18445	101	3	6.73
106	26492	3	16.03
104	8034	6	18.18
101	7174	7	9.67
104	5918	7	17.84
14005	106	6	28.97
3639	14	7	5.56
113	27286	3	21.91
127	4309	4	20.25
101	578	57	29.48
104	1431	20	31.92
7432	105	5	12.42
7308	15	14	179.98
730	116	8	8.07
9967	18294	5	108.27
1604	12	19	13.3
108	8758	3	8.75
104	23320	3	14.23
6852	125	3	14.5
274	1871	5	35.74
106	12722	3	8.63
3211	110	7	20.14
3181	18211	5	93.29
101	26484	4	17.36
3632	109	4	7.58
1585	113	5	5.82
6476	105	3	3.87
6985	1203	4	51.03
6419	111	3	8.59
3190	101	27	57.46
3796	124	3	10.38
142	18666	3	29.59
291	616	38	352.36
6496	12	5	5.15
557	2813	4	36.45
297	356	4	14.82
105	13458	3	8.99
108	18295	3	15.58
4379	110	6	19.65
116	1303	7	11.81
120	844	12	31.27
9115	14	4	6.82
120	2204	3	5.59
401	5493	6	65.56
104	14084	6	28.47
6459	105	10	35.83
5440	101	24	79.95
2302	2642	8	105.94
13273	12	4	9.23
203	147	9	16.31
35256	109	3	27.25
101	10383	4	4.96
113	38098	3	28.6
25826	12	3	11.77
2162	10275	13	238.69
123	25000	5	56.49
103	10237	3	6.36
113	1670	18	62.86
106	752	90	301.5
6455	12	8	14.68
133	8035	3	20.64
537	12	57	44.97
14988	107	3	12
2575	104	15	32.45
193	1078	3	12.08
4918	14	9	15.77
109	3967	15	70.29
192	3056	9	75.31
2332	8	3	8.08
112	2261	5	8.46
111	2665	7	17.97
4620	167	4	28.92
18984	103	5	26.45
373	154	4	7.71
2063	103	11	12.85
1042	105	18	17.46
102	13211	8	39.35
114	688	143	882.1
15831	101	4	9.54
1070	12	40	47.2
625	27641	3	47.81
102	8463	12	52.01
104	9239	3	6.05
4965	14	12	27.64
11490	108	3	10.94
12483	12	4	8.63
3147	107	5	6.42
102	9208	5	13.14
101	14295	9	36.91
1186	3064	8	97.39
118	1887	7	18.9
18346	115	3	18.79
4138	112	3	5.91
106	5333	9	25.88
12	31048	3	13.9
167	466	8	31.73
161	1188	3	10.7
324	133	4	4.15
107	3999	56	442.31
13516	107	7	39.7
3921	12	8	6.93
2547	125	3	7.85
17898	2371	6	111.72
135	162	14	20.42
20560	104	3	13.04
106	775	90	308.62
109	2614	25	119.08
113	4131	9	37.23
106	3017	15	38.75
15761	105	4	16.91
230	372	6	23.89
21025	107	4	23.37
6589	30315	3	62.91
883	101	49	41.03
3941	105	5	5.91
12	9092	4	5.29
331	1035	3	16.2
118	3012	25	159.55
119	909	19	61.73
120	515	28	93.97
116	2027	13	47.33
3430	7013	3	43.24
102	14134	4	13.39
3900	12	7	4.62
129	12533	3	22.53
1122	1727	3	26.22
116	1333	15	46.58
12	14939	4	10.67
5850	275	3	26.3
142	1240	8	39.79
101	14535	7	25
115	5688	3	8.7
120	4501	3	9.89
557	931	7	55.83
101	11109	5	8.73
557	2796	4	36.45
136	505	3	4.38
108	806	28	62.88
110	3711	5	12.99
106	2129	11	15.06
537	6478	4	44.38
828	101	28	4.26
1848	14	13	8.05
6542	2569	4	56.67
1905	107	31	112.9
890	109	21	46.59
473	120	7	6.1
133	321	15	48.72
2681	131	3	12.26
106	1925	11	12.98
109	3246	7	18.51
12246	14	4	9.96
5844	2810	4	56.27
136	3811	3	15.62
6669	102	4	5.75
15	22092	3	38.53
22563	102	4	20.67
2077	16127	9	172.19
3119	126	4	16.09
1077	130	4	9.78
138	3536	3	15.15
101	14340	5	12.39
5210	111	4	11.86
1633	1	4	18.44
115	217	34	35.58
116	618	9	8.9
118	1930	54	381.9
109	21569	3	18.99
4646	103	8	17.47
114	7078	4	15.12
22555	112	6	56.73
116	4922	6	24.57
19938	16	3	23.94
9925	105	3	6.75
203	7421	4	36.33
121	3945	3	9.54
3356	106	5	4.56
121	1821	8	27.2
118	1171	4	3.92
109	7374	4	13.88
103	25832	4	24.55
10926	102	6	20.86
11947	104	5	18.73
9897	12	12	48.89
348	101	235	467.89
161	5353	5	39.33
112	446	19	24.51
1213	1609	4	37.42
113	2424	9	26.35
109	3942	5	12.33
38287	103	3	22.13
4213	103	9	19.69
5234	105	9	25.19
102	21994	3	13
39699	241	3	46.18
1129	6911	3	35.87
1509	3116	3	31.96
5255	108	3	5.33
124	1550	16	77.27
102	18047	4	17.34
7727	101	9	18.66
101	7778	5	5.03
6706	14	4	4.03
127	1793	6	23.73
101	1176	55	80.35
20265	14	3	10.19
104	324	36	13.47
1618	21	5	18.23
2323	105	7	5.66
127	4039	4	19.68
105	621	18	6.8
104	2727	8	9.59
254	175	4	6.66
12	3254	8	4.52
101	3913	14	18.93
1435	529	4	30.4
384	104	26	7.21
1051	155	3	9.48
2	4660	24	210.95
138	11998	4	35.38
104	4178	5	6.25
15296	12	4	10.67
5219	103	5	7.89
7270	101	6	6.73
4196	105	16	55.88
57	3259	4	14.9
16	347	7	4.86
212	276	8	28.54
21116	101	3	7.63
194	15273	3	31.13
109	12215	6	35.55
106	11819	4	13.33
107	11439	3	9.61
109	9989	3	11.02
458	178	5	16.37
13	6946	3	13.7
3907	108	5	10.42
21606	35113	3	79.2
8	16650	4	34.07
1504	16	4	8.03
106	11101	4	12.27
8348	105	3	5.47
934	893	4	30.82
901	104	21	20.31
1685	1220	3	26.57
2457	4910	4	53.54
6732	14	5	6.81
730	151	3	7.32
14759	12	3	6.19
102	7283	5	10.01
897	14	18	3.93
248	4186	3	23.09
104	5955	8	22.52
2205	8769	4	58.55
138	8985	3	22.09
1960	14257	4	63.39
105	5209	6	12.13
101	4465	10	10.36
5421	126	3	14.18
12	137	206	14.33
105	3752	5	5.53
103	3473	6	6.68
9704	103	3	6.08
10731	14	3	4.71
8681	105	3	5.7
127	2524	14	89.61
24085	105	5	37.62
101	39429	3	16.68
7225	14	5	7.64
242	246	3	5.94
212	3396	4	29.02
813	14	42	48.6
17725	105	3	11.39
124	901	4	5.33
1863	3285	3	33.55
119	18750	4	30.53
309	13033	13	207.96
38982	14	3	19.43
7595	14	7	16.03
9086	103	4	9.55
8802	4561	3	47.3
109	19498	5	37.08
34775	16	3	33.47
1252	319	3	16.97
5160	125	3	12.4
105	9096	3	5.94
116	5132	7	31.53
1542	14	18	14.47
114	5101	3	7.47
127	11883	9	89.05
10653	4953	4	68.66
6360	101	10	17.47
7386	14	27	166.33
16441	12	3	6.77
119	2000	5	11.17
121	1258	4	6.03
116	890	12	23.64
140	4089	6	41.13
22265	101	4	14.85
2002	1493	14	180.49
6539	112	4	13.96
508	102	28	11.66
123	10810	5	35.98
13927	107	6	32.8
438	321	20	150.19
1968	137	3	11.26
443	1181	8	65.89
101	24865	4	17.36
111	2245	40	233.97
107	2003	12	23.03
20619	155	3	31.74
1210	110	25	83.65
12113	107	4	15.8
1064	16269	3	43.05
34598	199	3	44.35
106	5038	8	20.03
1011	101	78	143.44
16837	105	3	11.39
20719	14	3	10.19
