50690	1
70531	2
16014	3
20911	4
398	5
4428	6
21307	7
5441	8
11878	9
13452	10
14997	11
20915	12
9600	13
35578	14
40634	15
661	16
16492	17
44054	18
41753	19
17753	20
12943	21
1157	22
51989	23
29491	24
6886	25
71484	26
7882	27
6665	28
25672	29
37797	30
582	31
1333	32
9246	33
69644	34
5065	35
1150	36
43967	37
2191	38
13713	39
7073	40
56938	41
62850	42
43826	43
58719	44
4225	45
24837	46
20483	47
96	48
43968	49
59	50
7920	51
25709	52
6654	53
65437	54
8704	55
36397	56
44819	57
13855	58
38573	59
4943	60
46633	61
52900	62
971	63
32624	64
43224	65
76603	66
45042	67
66151	68
9388	69
1059	70
390	71
44008	72
4442	73
27856	74
5114	75
45059	76
20619	77
11399	78
11382	79
51266	80
31519	81
59220	82
6849	83
17791	84
239	85
68785	86
68784	87
37103	88
37682	89
18588	90
76506	91
45952	92
36464	93
17303	94
37116	95
24706	96
60976	97
47182	98
11724	99
45835	100
61659	101
48363	102
65864	103
12115	104
4830	105
22370	106
73635	107
53544	108
30004	109
61681	110
1100	111
134	112
6849	113
61402	114
34703	115
15833	116
20449	117
12565	118
8757	119
8942	120
45179	121
1955	122
3510	123
14139	124
15143	125
134	126
8757	127
17	128
44014	129
36828	130
32444	131
8949	132
1618	133
26118	134
59074	135
21309	136
14128	137
7734	138
49266	139
34078	140
10332	141
68664	142
93	143
892	144
46692	145
11317	146
2196	147
61657	148
71108	149
12497	150
675	151
11317	152
65695	153
34207	154
43212	155
15754	156
9123	157
1001	158
92	159
68960	160
46613	161
33012	162
4544	163
57	164
24119	165
4824	166
48661	167
1182	168
64717	169
34769	170
58841	171
56980	172
29614	173
5379	174
7241	175
3096	176
26325	177
16945	178
40214	179
4559	180
3524	181
73359	182
10447	183
32801	184
47190	185
40506	186
11162	187
64946	188
70205	189
67722	190
29681	191
14857	192
18199	193
45436	194
48129	195
73668	196
48199	197
52670	198
68287	199
65512	200
6017	201
59212	202
65200	203
43825	204
13426	205
11315	206
79	207
63544	208
550	209
4098	210
61660	211
8943	212
32638	213
18414	214
4	215
61297	216
239	217
76488	218
76499	219
11878	220
38504	221
7134	222
1336	223
58793	224
1336	225
100	226
8943	227
4225	228
71025	229
54111	230
20032	231
51267	232
45162	233
21306	234
61656	235
15238	236
61680	237
17393	238
8561	239
54137	240
15702	241
28580	242
2980	243
11319	244
2814	245
24839	246
61658	247
16541	248
49503	249
49484	250
49468	251
49489	252
49490	253
49257	254
48923	255
49387	256
74590	257
49426	258
48967	259
49142	260
68420	261
35397	262
7119	263
49007	264
70640	265
59	266
74591	267
74583	268
13950	269
74513	270
25993	271
1483	272
70654	273
14936	274
62787	275
63608	276
53541	277
1248	278
7241	279
12871	280
48136	281
77044	282
50188	283
6541	284
45786	285
48206	286
6656	287
1521	288
347	289
7595	290
10967	291
12923	292
4830	293
45184	294
76125	295
11385	296
473	297
38901	298
73423	299
1375	300
4943	301
50409	302
60356	303
45958	304
58	305
36972	306
21077	307
46442	308
373	309
14280	310
15460	311
26717	312
6715	313
73504	314
4	315
48914	316
1182	317
30012	318
10544	319
27537	320
12027	321
45267	322
348	323
26115	324
21739	325
146	326
3764	327
73358	328
66697	329
13108	330
10231	331
35232	332
61093	333
67394	334
1183	335
8615	336
60495	337
28497	338
31185	339
59077	340
55100	341
24412	342
2462	343
56442	344
63551	345
11440	346
3965	347
4229	348
74278	349
54006	350
32549	351
13072	352
65013	353
42741	354
34532	355
40459	356
36690	357
31047	358
58919	359
43484	360
59724	361
22700	362
22158	363
14501	364
5327	365
10537	366
12871	367
12711	368
1208	369
15217	370
60155	371
28549	372
68479	373
16040	374
5463	375
69511	376
26123	377
28826	378
25999	379
56948	380
7145	381
17754	382
70549	383
5315	384
3510	385
2814	386
36361	387
21654	388
53605	389
12716	390
12497	391
43449	392
32317	393
45924	394
20627	395
3839	396
10684	397
72744	398
45193	399
43474	400
60131	401
16208	402
24868	403
40767	404
42343	405
3702	406
8100	407
13855	408
45407	409
25615	410
603	411
72766	412
26637	413
30989	414
26197	415
11469	416
73479	417
3561	418
18764	419
67726	420
38248	421
1755	422
