13438	1
225	2
25956	3
41477	4
6248	5
16487	6
7453	7
24424	8
7799	9
8811	10
18347	11
24471	12
7783	13
3513	14
29144	15
18003	16
24293	17
16215	18
8087	19
27745	20
31121	21
15683	22
586	23
7388	24
42623	25
5355	26
30122	27
16631	28
54	29
35027	30
49685	31
26512	32
36192	33
21614	34
58069	35
313	36
5992	37
47715	38
36524	39
33459	40
4450	41
11613	42
16661	43
19042	44
34431	45
14961	46
22571	47
57290	48
37896	49
33798	50
41184	51
13975	52
55797	53
33329	54
17313	55
3795	56
8760	57
43412	58
37864	59
7768	60
5043	61
36073	62
38585	63
1533	64
9710	65
20317	66
2494	67
227	68
4075	69
17016	70
58139	71
10859	72
17725	73
2906	74
1849	75
57430	76
4231	77
26286	78
17895	79
7437	80
4099	81
2047	82
40666	83
29324	84
17453	85
32954	86
60072	87
40507	88
44787	89
12622	90
45140	91
610	92
8497	93
16443	94
13563	95
20345	96
45469	97
3602	98
52228	99
42253	100
41412	101
5919	102
59417	103
7494	104
8601	105
1094	106
9121	107
25560	108
6003	109
45228	110
15595	111
19616	112
27425	113
18940	114
23388	115
15592	116
52096	117
6118	118
16445	119
28379	120
27727	121
21592	122
7388	123
28396	124
4760	125
3704	126
51896	127
1470	128
35	129
13353	130
6880	131
27238	132
3994	133
47808	134
18605	135
9	136
48810	137
56685	138
2694	139
45651	140
21296	141
13602	142
22798	143
53008	144
27529	145
34689	146
19110	147
14200	148
26431	149
1202	150
12919	151
52056	152
19922	153
3458	154
769	155
8711	156
3156	157
3156	158
8857	159
5944	160
2365	161
29528	162
5983	163
94	164
2365	165
7895	166
25100	167
14692	168
27263	169
15865	170
8936	171
17153	172
28171	173
10407	174
6292	175
2010	176
14806	177
29345	178
8504	179
6244	180
20908	181
29225	182
6017	183
25533	184
33009	185
35430	186
2317	187
8857	188
11262	189
16085	190
1414	191
19355	192
35924	193
41452	194
40596	195
33522	196
21568	197
2261	198
2261	199
21979	200
45135	201
41511	202
30636	203
460	204
16498	205
6311	206
554	207
12118	208
69	209
27984	210
8461	211
272	212
61044	213
22315	214
10497	215
836	216
51973	217
3313	218
41291	219
25226	220
26258	221
11503	222
3304	223
2629	224
16624	225
45919	226
39971	227
27667	228
10950	229
7729	230
21127	231
1420	232
3840	233
9368	234
24444	235
24473	236
6313	237
4160	238
16549	239
6262	240
4158	241
6037	242
8596	243
23933	244
7362	245
25268	246
146	247
27202	248
704	249
6021	250
2029	251
8403	252
7482	253
19603	254
3999	255
45777	256
41402	257
9260	258
42296	259
7900	260
55098	261
62582	262
19231	263
12080	264
12984	265
27149	266
25023	267
29904	268
34163	269
21600	270
38073	271
52197	272
6371	273
2191	274
30755	275
15054	276
18243	277
15830	278
6910	279
3149	280
2286	281
33213	282
5480	283
33770	284
41229	285
16167	286
12709	287
14343	288
2374	289
21649	290
8550	291
47162	292
16484	293
55036	294
34343	295
52990	296
16686	297
12606	298
39768	299
33417	300
11331	301
1	302
3795	303
13270	304
1533	305
1267	306
708	307
3332	308
27320	309
34292	310
17449	311
11622	312
16181	313
27662	314
29377	315
28273	316
28272	317
23647	318
601	319
272	320
22146	321
2009	322
6846	323
22839	324
19171	325
20998	326
6674	327
31401	328
23079	329
40718	330
17296	331
31994	332
2009	333
830	334
2006	335
1466	336
13979	337
21985	338
17119	339
2289	340
9292	341
17213	342
3906	343
8942	344
2374	345
3079	346
27374	347
34102	348
29870	349
30452	350
50927	351
32629	352
606	353
12941	354
40404	355
10022	356
40638	357
2356	358
606	359
6590	360
4231	361
7110	362
23934	363
8639	364
3704	365
46	366
24818	367
1098	368
1098	369
18704	370
5203	371
11503	372
11276	373
40905	374
16180	375
1098	376
1251	377
24526	378
606	379
47265	380
601	381
23386	382
3501	383
2341	384
272	385
7734	386
24812	387
25292	388
22019	389
6599	390
36521	391
2518	392
23166	393
6034	394
22023	395
3703	396
23049	397
1098	398
12153	399
24802	400
2881	401
831	402
22649	403
61472	404
4954	405
6035	406
27258	407
26060	408
16059	409
20644	410
31363	411
45155	412
31010	413
606	414
25711	415
46849	416
6261	417
928	418
51808	419
6886	420
43756	421
12403	422
8808	423
25818	424
27125	425
26422	426
21642	427
8741	428
47716	429
21926	430
12106	431
27106	432
19899	433
27974	434
11232	435
601	436
24466	437
26277	438
3995	439
6626	440
17228	441
3228	442
21321	443
2365	444
1098	445
661	446
450	447
8596	448
8403	449
3160	450
7454	451
27327	452
27981	453
7371	454
4758	455
18451	456
21288	457
42240	458
2441	459
2168	460
42630	461
26124	462
815	463
2809	464
9817	465
28134	466
28514	467
27606	468
25969	469
3939	470
28868	471
1533	472
23986	473
45833	474
6880	475
44693	476
1979	477
3580	478
25889	479
1220	480
32644	481
7544	482
29913	483
29686	484
8469	485
19555	486
4012	487
26372	488
43727	489
